"milk","cattle_meat","sheep_meat","totmaize","croparea","grazarea","ar","ar_g","import_c","import_g","fw_contot","fw_conc2","fw_conos2","round.ar_pf_ha..1.","pf_crop_ratio"
25300,3015,1000,2552,215,323,302.3,670,87,347,7795,4820,2975,0.2,0.001
