"milk","cattle_meat","sheep_meat","totmaize","croparea","grazarea","ar","ar_g","import_c","import_g","fw_contot","fw_conc2","fw_conos2","ar_pf_ha","pf_crop_ratio"
40850,3619,1500,2592,215,323,265.6,242.1,50,0,17345,9930,7415,28.1,0.13
